ID	official_symbol	virtual	kinase_function	phosphorylation_site
at5g54960	PDC2	normal	no	no
at5g55180	AT5G55180	normal	no	no
at5g55190	RAN3	normal	no	no
at5g55230	MAP65-1	normal	no	yes
at5g55290	AT5G55290	normal	no	no
at5g55300	TOP1ALPHA	normal	no	yes
at5g55330	AT5G55330	normal	no	no
at5g55480	SVL1	normal	no	no
at5g55620	AT5G55620	normal	no	no
at5g55630	ATKCO1	normal	no	yes
at5g55650	AT5G55650	normal	no	no
at5g55660	AT5G55660	normal	no	yes
at5g55690	AT5G55690	normal	no	no
at5g55910	D6PK	normal	yes	no
at5g55930	OPT1	normal	no	no
at5g55990	CBL2	normal	no	yes
at5g56020	AT5G56020	normal	no	no
at5g56030	HSP81-2	normal	no	yes
at5g56040	AT5G56040	normal	yes	no
at5g56100	AT5G56100	normal	no	no
at5g56110	MYB103	normal	no	no
at5g56150	UBC30	normal	no	no
at5g56220	AT5G56220	normal	no	no
at5g56290	PEX5	normal	no	yes
at5g56580	MKK6	normal	yes	no
at5g56600	PRF3	normal	no	no
at5g56630	PFK7	normal	no	yes
at5g56750	NDL1	normal	no	no
at5g56840	AT5G56840	normal	no	no
at5g56860	GNC	normal	no	no
at5g56890	AT5G56890	normal	no	yes
at5g57050	ABI2	normal	no	yes
at5g57100	AT5G57100	normal	no	no
at5g57180	CIA2	normal	no	yes
at5g57210	AT5G57210	normal	no	yes
at5g57220	CYP81F2	normal	no	no
at5g57240	ORP4C	normal	no	yes
at5g57380	VIN3	normal	no	no
at5g57460	AT5G57460	normal	no	no
at5g57560	TCH4	normal	no	no
at5g57620	MYB36	normal	no	no
at5g57630	CIPK21	normal	yes	no
at5g57685	GDU3	normal	no	no
at5g57810	TET15	normal	no	no
at5g57860	AT5G57860	normal	no	yes
at5g57870	eIFiso4G1	normal	no	yes
at5g57910	AT5G57910	normal	no	no
at5g58040	FIP1[V]	normal	no	yes
at5g58050	SVL4	normal	yes	no
at5g58140	PHOT2	normal	yes	yes
at5g58150	AT5G58150	normal	no	yes
at5g58290	RPT3	normal	no	yes
at5g58300	AT5G58300	normal	yes	yes
at5g58380	SIP1	normal	yes	yes
at5g58550	EOL2	normal	no	no
at5g58560	AT5G58560	normal	no	no
at5g58575	AT5G58575	normal	no	no
at5g58590	RANBP1	normal	no	yes
at5g58620	AT5G58620	normal	no	yes
at5g58630	AT5G58630	normal	no	no
at5g58700	PLC4	normal	no	yes
at5g58750	AT5G58750	normal	no	no
at5g58940	CRCK1	normal	yes	no
at5g58950	AT5G58950	normal	yes	yes
at5g59050	AT5G59050	normal	no	no
at5g59140	AT5G59140	normal	no	no
at5g59220	HAI1	normal	no	yes
at5g59240	AT5G59240	normal	no	no
at5g59260	AT5G59260	normal	yes	no
at5g59380	MBD6	normal	no	no
at5g59430	TRP1	normal	no	yes
at5g59490	AT5G59490	normal	no	no
at5g59500	AT5G59500	normal	no	no
at5g59650	AT5G59650	normal	yes	no
at5g59670	AT5G59670	normal	yes	no
at5g59690	AT5G59690	normal	no	no
at5g59700	AT5G59700	normal	yes	yes
at5g59740	AT5G59740	normal	no	no
at5g59880	ADF3	normal	no	yes
at5g59940	AT5G59940	normal	no	no
at5g59970	AT5G59970	normal	no	no
at5g60120	TOE2	normal	no	no
at5g60200	TMO6	normal	no	no
at5g60210	RIP5	normal	no	yes
at5g60270	AT5G60270	normal	no	no
at5g60320	AT5G60320	normal	no	yes
at5g60360	ALP	normal	no	no
at5g60470	AT5G60470	normal	no	no
at5g60540	PDX2	normal	no	no
at5g60750	AT5G60750	normal	no	no
at5g60780	NRT2.3	normal	no	no
at5g60860	RABA1f	normal	no	yes
at5g60880	BASL	normal	no	no
at5g60900	RLK1	normal	yes	yes
at5g60910	AGL8	normal	no	no
at5g60920	COB	normal	no	no
at5g60950	COBL5	normal	no	no
at5g61010	EXO70E2	normal	no	yes
at5g61090	AT5G61090	normal	no	no
at5g61160	AACT1	normal	no	no
at5g61210	SNAP33	normal	no	yes
at5g61220	AT5G61220	normal	no	yes
at5g61270	PIF7	normal	no	no
at5g61380	TOC1	normal	no	yes
at5g61450	AT5G61450	normal	no	yes
at5g61520	AT5G61520	normal	no	no
at5g61530	AT5G61530	normal	no	yes
at5g61570	AT5G61570	normal	yes	no
at5g61590	AT5G61590	normal	no	no
at5g61630	AT5G61630	normal	no	no
at5g61850	LFY	normal	no	no
at5g61900	BON1	normal	no	no
at5g62000	ARF2	normal	no	yes
at5g62070	IQD23	normal	no	yes
at5g62130	AT5G62130	normal	no	no
at5g62200	AT5G62200	normal	no	no
at5g62230	ERL1	normal	yes	no
at5g62270	AT5G62270	normal	no	yes
at5g62430	CDF1	normal	no	no
at5g62470	MYB96	normal	no	no
at5g62490	HVA22B	normal	no	no
at5g62500	EB1B	normal	no	no
at5g62520	SRO5	normal	no	no
at5g62630	HIPL2	normal	no	no
at5g62710	AT5G62710	normal	yes	no
at5g62770	AT5G62770	normal	no	no
at5g62850	AtVEX1	normal	no	no
at5g62880	RAC10	normal	no	no
at5g62920	ARR6	normal	no	no
at5g62930	AT5G62930	normal	no	no
at5g63030	AT5G63030	normal	no	yes
at5g63050	EMB2759	normal	no	yes
at5g63110	HDA6	normal	no	yes
at5g63190	AT5G63190	normal	no	yes
at5g63310	NDPK2	normal	yes	yes
at5g63400	ADK1	normal	yes	yes
at5g63470	NF-YC4	normal	no	no
at5g63530	FP3	normal	no	no
at5g63590	FLS3	normal	no	no
at5g63600	FLS5	normal	no	yes
at5g63610	CDKE;1	normal	yes	no
at5g63710	AT5G63710	normal	yes	no
at5g63770	DGK2	normal	yes	no
at5g63930	AT5G63930	normal	yes	no
at5g63960	EMB2780	normal	no	no
at5g64050	ERS	normal	no	yes
at5g64120	AT5G64120	normal	no	no
at5g64210	AOX2	normal	no	no
at5g64330	NPH3	normal	no	yes
at5g64560	MGT9	normal	no	yes
at5g64620	C/VIF2	normal	no	yes
at5g64740	CESA6	normal	no	no
at5g64780	AT5G64780	normal	no	no
at5g64813	LIP1	normal	no	yes
at5g64870	AT5G64870	normal	no	yes
at5g64920	CIP8	normal	no	no
at5g65020	ANNAT2	normal	no	yes
at5g65210	TGA1	normal	no	no
at5g65220	AT5G65220	normal	no	yes
at5g65270	RABA4a	normal	no	no
at5g65360	AT5G65360	normal	no	no
at5g65400	AT5G65400	normal	no	no
at5g65410	HB25	normal	no	yes
at5g65420	CYCD4;1	normal	no	no
at5g65430	GRF8	normal	no	no
at5g65530	AT5G65530	normal	yes	yes
at5g65590	AT5G65590	normal	no	no
at5g65640	bHLH093	normal	no	no
at5g65650	AT5G65650	normal	no	yes
at5g65660	AT5G65660	normal	no	no
at5g65683	AT5G65683	normal	no	no
at5g65710	HSL2	normal	yes	yes
at5g65750	AT5G65750	normal	no	no
at5g65800	ACS5	normal	no	no
at5g65930	ZWI	normal	no	yes
at5g65940	CHY1	normal	no	no
at5g66080	AT5G66080	normal	no	yes
at5g66110	AT5G66110	normal	no	no
at5g66160	RMR1	normal	no	no
at5g66280	GMD1	normal	no	no
at5g66320	GATA5	normal	no	no
at5g66590	AT5G66590	normal	no	yes
at5g66680	DGL1	normal	no	yes
at5g66720	AT5G66720	normal	no	no
at5g66730	AT5G66730	normal	no	yes
at5g66750	CHR1	normal	no	yes
at5g66770	AT5G66770	normal	no	no
at5g66790	AT5G66790	normal	yes	no
at5g66830	AT5G66830	normal	no	no
at5g66880	SNRK2.3	normal	yes	yes
at5g66940	AT5G66940	normal	no	no
at5g67050	AT5G67050	normal	no	no
at5g67060	HEC1	normal	no	no
at5g67070	RALFL34	normal	no	no
at5g67110	ALC	normal	no	no
at5g67130	AT5G67130	normal	no	no
at5g67140	AT5G67140	normal	no	no
at5g67200	AT5G67200	normal	yes	yes
at5g67260	CYCD3;2	normal	yes	no
at5g67270	EB1C	normal	no	no
at5g67280	RLK	normal	yes	no
at5g67300	MYBR1	normal	no	no
at5g67360	ARA12	normal	no	no
at5g67380	CKA1	normal	yes	no
at5g67480	BT4	normal	no	no
at5g67510	AT5G67510	normal	no	yes
at5g67610	AT5G67610	normal	no	yes
at5g67620	AT5G67620	normal	no	no
atcg00020	atcg00020	normal	no	yes
atcg00180	atcg00180	normal	no	no
atcg00190	atcg00190	normal	no	no
atcg00500	atcg00500	normal	no	yes
atcg01000	atcg01000	normal	no	yes
atcg01130	atcg01130	normal	no	yes
atmg00090	atmg00090	normal	no	yes
atmg00290	atmg00290	normal	no	no
atmg00870	atmg00870	normal	no	no
down_at1g06040	downregulator_of_STO	virtual	unknown	unknown
down_at1g15260	downregulator_of_AT1G15260	virtual	unknown	unknown
down_at1g15820	downregulator_of_LHCB6	virtual	unknown	unknown
down_at1g17190	downregulator_of_GSTU26	virtual	unknown	unknown
down_at1g20650	downregulator_of_AT1G20650	virtual	unknown	unknown
down_at1g30530	downregulator_of_UGT78D1	virtual	unknown	unknown
down_at1g52100	downregulator_of_AT1G52100	virtual	unknown	unknown
down_at1g54040	downregulator_of_ESP	virtual	unknown	unknown
down_at1g56650	downregulator_of_PAP1	virtual	unknown	unknown
down_at1g70700	downregulator_of_TIFY7	virtual	unknown	unknown
down_at1g70840	downregulator_of_MLP31	virtual	unknown	unknown
down_at1g72610	downregulator_of_GER1	virtual	unknown	unknown
down_at1g74950	downregulator_of_TIFY10B	virtual	unknown	unknown
down_at1g78020	downregulator_of_AT1G78020	virtual	unknown	unknown
down_at1g80050	downregulator_of_APT2	virtual	unknown	unknown
down_at2g10940	downregulator_of_AT2G10940	virtual	unknown	unknown
down_at2g23130	downregulator_of_AGP17	virtual	unknown	unknown
down_at2g31380	downregulator_of_STH	virtual	unknown	unknown
down_at2g37040	downregulator_of_PAL1	virtual	unknown	unknown
down_at2g38080	downregulator_of_IRX12	virtual	unknown	unknown
down_at2g38110	downregulator_of_GPAT6	virtual	unknown	unknown
down_at2g38750	downregulator_of_ANNAT4	virtual	unknown	unknown
down_at2g39010	downregulator_of_PIP2E	virtual	unknown	unknown
down_at3g01440	downregulator_of_PQL1	virtual	unknown	unknown
down_at3g05900	downregulator_of_AT3G05900	virtual	unknown	unknown
down_at3g09260	downregulator_of_PYK10	virtual	unknown	unknown
down_at3g12110	downregulator_of_ACT11	virtual	unknown	unknown
down_at3g16690	downregulator_of_AT3G16690	virtual	unknown	unknown
down_at3g18490	downregulator_of_AT3G18490	virtual	unknown	unknown
down_at3g19450	downregulator_of_ATCAD4	virtual	unknown	unknown
down_at3g23410	downregulator_of_FAO3	virtual	unknown	unknown
down_at3g45430	downregulator_of_AT3G45430	virtual	unknown	unknown
down_at3g45780	downregulator_of_PHOT1	virtual	unknown	unknown
down_at3g48460	downregulator_of_AT3G48460	virtual	unknown	unknown
down_at3g49260	downregulator_of_iqd21	virtual	unknown	unknown
down_at3g53420	downregulator_of_PIP2A	virtual	unknown	unknown
down_at3g54990	downregulator_of_SMZ	virtual	unknown	unknown
down_at3g55120	downregulator_of_TT5	virtual	unknown	unknown
down_at3g61260	downregulator_of_AT3G61260	virtual	unknown	unknown
down_at3g61920	downregulator_of_AT3G61920	virtual	unknown	unknown
down_at3g63210	downregulator_of_MARD1	virtual	unknown	unknown
down_at4g15620	downregulator_of_AT4G15620	virtual	unknown	unknown
down_at4g16140	downregulator_of_AT4G16140	virtual	unknown	unknown
down_at4g16980	downregulator_of_AT4G16980	virtual	unknown	unknown
down_at4g20260	downregulator_of_PCAP1	virtual	unknown	unknown
down_at4g22570	downregulator_of_APT3	virtual	unknown	unknown
down_at4g28780	downregulator_of_AT4G28780	virtual	unknown	unknown
down_at4g30610	downregulator_of_BRS1	virtual	unknown	unknown
down_at4g35320	downregulator_of_AT4G35320	virtual	unknown	unknown
down_at4g35840	downregulator_of_AT4G35840	virtual	unknown	unknown
down_at4g36830	downregulator_of_HOS3-1	virtual	unknown	unknown
down_at4g37170	downregulator_of_AT4G37170	virtual	unknown	unknown
down_at5g06530	downregulator_of_AT5G06530	virtual	unknown	unknown
down_at5g06870	downregulator_of_PGIP2	virtual	unknown	unknown
down_at5g07110	downregulator_of_PRA1.B6	virtual	unknown	unknown
down_at5g08640	downregulator_of_FLS1	virtual	unknown	unknown
down_at5g13930	downregulator_of_TT4	virtual	unknown	unknown
down_at5g17700	downregulator_of_AT5G17700	virtual	unknown	unknown
down_at5g23820	downregulator_of_AT5G23820	virtual	unknown	unknown
down_at5g26280	downregulator_of_AT5G26280	virtual	unknown	unknown
down_at5g26790	downregulator_of_AT5G26790	virtual	unknown	unknown
down_at5g37550	downregulator_of_AT5G37550	virtual	unknown	unknown
down_at5g38530	downregulator_of_TSBtype2	virtual	unknown	unknown
down_at5g41460	downregulator_of_AT5G41460	virtual	unknown	unknown
down_at5g49330	downregulator_of_MYB111	virtual	unknown	unknown
down_at5g51850	downregulator_of_AT5G51850	virtual	unknown	unknown
down_at5g56100	downregulator_of_AT5G56100	virtual	unknown	unknown
down_at5g59220	downregulator_of_HAI1	virtual	unknown	unknown
down_at5g60880	downregulator_of_BASL	virtual	unknown	unknown
down_at5g65660	downregulator_of_AT5G65660	virtual	unknown	unknown
down_at5g67280	downregulator_of_RLK	virtual	unknown	unknown
up_at1g02850	upregulator_of_BGLU11	virtual	unknown	unknown
up_at1g05575	upregulator_of_AT1G05575	virtual	unknown	unknown
up_at1g05680	upregulator_of_UGT74E2	virtual	unknown	unknown
up_at1g06160	upregulator_of_ORA59	virtual	unknown	unknown
up_at1g07240	upregulator_of_UGT71C5	virtual	unknown	unknown
up_at1g07650	upregulator_of_AT1G07650	virtual	unknown	unknown
up_at1g08450	upregulator_of_CRT3	virtual	unknown	unknown
up_at1g08630	upregulator_of_THA1	virtual	unknown	unknown
up_at1g08930	upregulator_of_ERD6	virtual	unknown	unknown
up_at1g10990	upregulator_of_AT1G10990	virtual	unknown	unknown
up_at1g11050	upregulator_of_AT1G11050	virtual	unknown	unknown
up_at1g11330	upregulator_of_AT1G11330	virtual	unknown	unknown
up_at1g12750	upregulator_of_RBL6	virtual	unknown	unknown
up_at1g14370	upregulator_of_APK2A	virtual	unknown	unknown
up_at1g15400	upregulator_of_AT1G15400	virtual	unknown	unknown
up_at1g15670	upregulator_of_AT1G15670	virtual	unknown	unknown
up_at1g17745	upregulator_of_AT1G17745	virtual	unknown	unknown
up_at1g17830	upregulator_of_AT1G17830	virtual	unknown	unknown
up_at1g17860	upregulator_of_AT1G17860	virtual	unknown	unknown
up_at1g18380	upregulator_of_at1g18380	virtual	unknown	unknown
up_at1g18390	upregulator_of_AT1G18390	virtual	unknown	unknown
up_at1g18570	upregulator_of_MYB51	virtual	unknown	unknown
up_at1g18890	upregulator_of_CDPK1	virtual	unknown	unknown
up_at1g19020	upregulator_of_AT1G19020	virtual	unknown	unknown
up_at1g21100	upregulator_of_AT1G21100	virtual	unknown	unknown
up_at1g21120	upregulator_of_AT1G21120	virtual	unknown	unknown
up_at1g21130	upregulator_of_AT1G21130	virtual	unknown	unknown
up_at1g21250	upregulator_of_WAK1	virtual	unknown	unknown
up_at1g21270	upregulator_of_WAK2	virtual	unknown	unknown
up_at1g24140	upregulator_of_AT1G24140	virtual	unknown	unknown
up_at1g25275	upregulator_of_AT1G25275	virtual	unknown	unknown
up_at1g26270	upregulator_of_AT1G26270	virtual	unknown	unknown
up_at1g26380	upregulator_of_AT1G26380	virtual	unknown	unknown
up_at1g26410	upregulator_of_AT1G26410	virtual	unknown	unknown
up_at1g26420	upregulator_of_AT1G26420	virtual	unknown	unknown
up_at1g29720	upregulator_of_AT1G29720	virtual	unknown	unknown
up_at1g33110	upregulator_of_AT1G33110	virtual	unknown	unknown
up_at1g33560	upregulator_of_ADR1	virtual	unknown	unknown
up_at1g33600	upregulator_of_AT1G33600	virtual	unknown	unknown
up_at1g35230	upregulator_of_AGP5	virtual	unknown	unknown
up_at1g35670	upregulator_of_CDPK2	virtual	unknown	unknown
up_at1g42990	upregulator_of_BZIP60	virtual	unknown	unknown
up_at1g43800	upregulator_of_AT1G43800	virtual	unknown	unknown
up_at1g47710	upregulator_of_AT1G47710	virtual	unknown	unknown
up_at1g50740	upregulator_of_AT1G50740	virtual	unknown	unknown
up_at1g51800	upregulator_of_AT1G51800	virtual	unknown	unknown
up_at1g55450	upregulator_of_AT1G55450	virtual	unknown	unknown
up_at1g55910	upregulator_of_ZIP11	virtual	unknown	unknown
up_at1g55920	upregulator_of_SERAT2;1	virtual	unknown	unknown
up_at1g56150	upregulator_of_AT1G56150	virtual	unknown	unknown
up_at1g57630	upregulator_of_AT1G57630	virtual	unknown	unknown
up_at1g59580	upregulator_of_MPK2	virtual	unknown	unknown
up_at1g59700	upregulator_of_GSTU16	virtual	unknown	unknown
up_at1g61560	upregulator_of_MLO6	virtual	unknown	unknown
up_at1g62300	upregulator_of_WRKY6	virtual	unknown	unknown
up_at1g63840	upregulator_of_AT1G63840	virtual	unknown	unknown
up_at1g64280	upregulator_of_NPR1	virtual	unknown	unknown
up_at1g65690	upregulator_of_AT1G65690	virtual	unknown	unknown
up_at1g65820	upregulator_of_AT1G65820	virtual	unknown	unknown
up_at1g67800	upregulator_of_AT1G67800	virtual	unknown	unknown
up_at1g68620	upregulator_of_AT1G68620	virtual	unknown	unknown
up_at1g69920	upregulator_of_GSTU12	virtual	unknown	unknown
up_at1g69930	upregulator_of_GSTU11	virtual	unknown	unknown
up_at1g70520	upregulator_of_CRK2	virtual	unknown	unknown
up_at1g70530	upregulator_of_CRK3	virtual	unknown	unknown
up_at1g71400	upregulator_of_RLP12	virtual	unknown	unknown
up_at1g73830	upregulator_of_BEE3	virtual	unknown	unknown
up_at1g75040	upregulator_of_PR5	virtual	unknown	unknown
up_at1g75390	upregulator_of_bZIP44	virtual	unknown	unknown
up_at1g76150	upregulator_of_ECH2	virtual	unknown	unknown
up_at1g76520	upregulator_of_AT1G76520	virtual	unknown	unknown
up_at1g78410	upregulator_of_AT1G78410	virtual	unknown	unknown
up_at1g80440	upregulator_of_AT1G80440	virtual	unknown	unknown
up_at2g02220	upregulator_of_PSKR1	virtual	unknown	unknown
up_at2g02390	upregulator_of_GSTZ1	virtual	unknown	unknown
up_at2g03760	upregulator_of_SOT12	virtual	unknown	unknown
up_at2g04400	upregulator_of_AT2G04400	virtual	unknown	unknown
up_at2g05380	upregulator_of_GRP3S	virtual	unknown	unknown
up_at2g05520	upregulator_of_GRP-3	virtual	unknown	unknown
up_at2g16900	upregulator_of_AT2G16900	virtual	unknown	unknown
up_at2g17120	upregulator_of_LYM2	virtual	unknown	unknown
up_at2g17290	upregulator_of_CPK6	virtual	unknown	unknown
up_at2g18660	upregulator_of_PNP-A	virtual	unknown	unknown
up_at2g18690	upregulator_of_AT2G18690	virtual	unknown	unknown
up_at2g23200	upregulator_of_AT2G23200	virtual	unknown	unknown
up_at2g23680	upregulator_of_AT2G23680	virtual	unknown	unknown
up_at2g24180	upregulator_of_CYP71B6	virtual	unknown	unknown
up_at2g25000	upregulator_of_WRKY60	virtual	unknown	unknown
up_at2g26560	upregulator_of_PLA2A	virtual	unknown	unknown
up_at2g26650	upregulator_of_KT1	virtual	unknown	unknown
up_at2g28630	upregulator_of_KCS12	virtual	unknown	unknown
up_at2g29340	upregulator_of_AT2G29340	virtual	unknown	unknown
up_at2g29420	upregulator_of_GSTU7	virtual	unknown	unknown
up_at2g29990	upregulator_of_NDA2	virtual	unknown	unknown
up_at2g30750	upregulator_of_CYP71A12	virtual	unknown	unknown
up_at2g30770	upregulator_of_CYP71A13	virtual	unknown	unknown
up_at2g30870	upregulator_of_GSTF10	virtual	unknown	unknown
up_at2g32680	upregulator_of_RLP23	virtual	unknown	unknown
up_at2g33580	upregulator_of_AT2G33580	virtual	unknown	unknown
up_at2g35980	upregulator_of_YLS9	virtual	unknown	unknown
up_at2g37430	upregulator_of_AT2G37430	virtual	unknown	unknown
up_at2g37710	upregulator_of_RLK	virtual	unknown	unknown
up_at2g38470	upregulator_of_WRKY33	virtual	unknown	unknown
up_at2g38860	upregulator_of_YLS5	virtual	unknown	unknown
up_at2g38870	upregulator_of_AT2G38870	virtual	unknown	unknown
up_at2g39200	upregulator_of_MLO12	virtual	unknown	unknown
up_at2g39210	upregulator_of_AT2G39210	virtual	unknown	unknown
up_at2g40940	upregulator_of_ERS1	virtual	unknown	unknown
up_at2g41100	upregulator_of_TCH3	virtual	unknown	unknown
up_at2g41730	upregulator_of_AT2G41730	virtual	unknown	unknown
up_at2g42790	upregulator_of_CSY3	virtual	unknown	unknown
up_at2g43000	upregulator_of_NAC042	virtual	unknown	unknown
up_at2g43570	upregulator_of_CHI	virtual	unknown	unknown
up_at2g43590	upregulator_of_AT2G43590	virtual	unknown	unknown
up_at2g44080	upregulator_of_ARL	virtual	unknown	unknown
up_at2g44490	upregulator_of_PEN2	virtual	unknown	unknown
up_at2g46600	upregulator_of_AT2G46600	virtual	unknown	unknown
up_at2g47130	upregulator_of_AT2G47130	virtual	unknown	unknown
up_at2g47730	upregulator_of_GSTF8	virtual	unknown	unknown
up_at3g04110	upregulator_of_GLR1.1	virtual	unknown	unknown
up_at3g04240	upregulator_of_SEC	virtual	unknown	unknown
up_at3g04720	upregulator_of_PR4	virtual	unknown	unknown
up_at3g08710	upregulator_of_TH9	virtual	unknown	unknown
up_at3g09390	upregulator_of_MT2A	virtual	unknown	unknown
up_at3g09830	upregulator_of_AT3G09830	virtual	unknown	unknown
up_at3g10500	upregulator_of_NAC053	virtual	unknown	unknown
up_at3g10720	upregulator_of_AT3G10720	virtual	unknown	unknown
up_at3g11820	upregulator_of_SYP121	virtual	unknown	unknown
up_at3g12740	upregulator_of_ALIS1	virtual	unknown	unknown
up_at3g13310	upregulator_of_AT3G13310	virtual	unknown	unknown
up_at3g14230	upregulator_of_RAP2.2	virtual	unknown	unknown
up_at3g14990	upregulator_of_AT3G14990	virtual	unknown	unknown
up_at3g16530	upregulator_of_AT3G16530	virtual	unknown	unknown
up_at3g17240	upregulator_of_mtLPD2	virtual	unknown	unknown
up_at3g19260	upregulator_of_LOH2	virtual	unknown	unknown
up_at3g19660	upregulator_of_AT3G19660	virtual	unknown	unknown
up_at3g19930	upregulator_of_STP4	virtual	unknown	unknown
up_at3g20510	upregulator_of_AT3G20510	virtual	unknown	unknown
up_at3g21520	upregulator_of_DMP1	virtual	unknown	unknown
up_at3g21630	upregulator_of_CERK1	virtual	unknown	unknown
up_at3g22060	upregulator_of_AT3G22060	virtual	unknown	unknown
up_at3g22370	upregulator_of_AOX1A	virtual	unknown	unknown
up_at3g23150	upregulator_of_ETR2	virtual	unknown	unknown
up_at3g23550	upregulator_of_AT3G23550	virtual	unknown	unknown
up_at3g24503	upregulator_of_ALDH2C4	virtual	unknown	unknown
up_at3g25070	upregulator_of_RIN4	virtual	unknown	unknown
up_at3g26200	upregulator_of_CYP71B22	virtual	unknown	unknown
up_at3g26830	upregulator_of_PAD3	virtual	unknown	unknown
up_at3g28450	upregulator_of_AT3G28450	virtual	unknown	unknown
up_at3g28930	upregulator_of_AIG2	virtual	unknown	unknown
up_at3g45290	upregulator_of_MLO3	virtual	unknown	unknown
up_at3g45620	upregulator_of_AT3G45620	virtual	unknown	unknown
up_at3g45640	upregulator_of_MPK3	virtual	unknown	unknown
up_at3g47540	upregulator_of_AT3G47540	virtual	unknown	unknown
up_at3g49620	upregulator_of_DIN11	virtual	unknown	unknown
up_at3g50480	upregulator_of_HR4	virtual	unknown	unknown
up_at3g50740	upregulator_of_UGT72E1	virtual	unknown	unknown
up_at3g51430	upregulator_of_YLS2	virtual	unknown	unknown
up_at3g51920	upregulator_of_CAM9	virtual	unknown	unknown
up_at3g54150	upregulator_of_AT3G54150	virtual	unknown	unknown
up_at3g56710	upregulator_of_SIB1	virtual	unknown	unknown
up_at3g57330	upregulator_of_ACA11	virtual	unknown	unknown
up_at3g59660	upregulator_of_AT3G59660	virtual	unknown	unknown
up_at3g59900	upregulator_of_ARGOS	virtual	unknown	unknown
up_at3g61440	upregulator_of_CYSC1	virtual	unknown	unknown
up_at3g61630	upregulator_of_CRF6	virtual	unknown	unknown
up_at3g62780	upregulator_of_AT3G62780	virtual	unknown	unknown
up_at3g63420	upregulator_of_GG1	virtual	unknown	unknown
up_at4g02380	upregulator_of_SAG21	virtual	unknown	unknown
up_at4g02410	upregulator_of_AT4G02410	virtual	unknown	unknown
up_at4g08470	upregulator_of_MEKK3	virtual	unknown	unknown
up_at4g08770	upregulator_of_AT4G08770	virtual	unknown	unknown
up_at4g08850	upregulator_of_AT4G08850	virtual	unknown	unknown
up_at4g09460	upregulator_of_MYB6	virtual	unknown	unknown
up_at4g11470	upregulator_of_CRK31	virtual	unknown	unknown
up_at4g13180	upregulator_of_AT4G13180	virtual	unknown	unknown
up_at4g13510	upregulator_of_AMT1;1	virtual	unknown	unknown
up_at4g14220	upregulator_of_RHF1A	virtual	unknown	unknown
up_at4g14365	upregulator_of_XBAT34	virtual	unknown	unknown
up_at4g14690	upregulator_of_ELIP2	virtual	unknown	unknown
up_at4g15490	upregulator_of_UGT84A3	virtual	unknown	unknown
up_at4g18170	upregulator_of_WRKY28	virtual	unknown	unknown
up_at4g18880	upregulator_of_HSF A4A	virtual	unknown	unknown
up_at4g20780	upregulator_of_CML42	virtual	unknown	unknown
up_at4g20830	upregulator_of_AT4G20830	virtual	unknown	unknown
up_at4g21120	upregulator_of_AAT1	virtual	unknown	unknown
up_at4g23180	upregulator_of_CRK10	virtual	unknown	unknown
up_at4g23190	upregulator_of_CRK11	virtual	unknown	unknown
up_at4g23220	upregulator_of_CRK14	virtual	unknown	unknown
up_at4g23270	upregulator_of_CRK19	virtual	unknown	unknown
up_at4g25900	upregulator_of_AT4G25900	virtual	unknown	unknown
up_at4g26070	upregulator_of_MEK1	virtual	unknown	unknown
up_at4g26090	upregulator_of_RPS2	virtual	unknown	unknown
up_at4g27450	upregulator_of_AT4G27450	virtual	unknown	unknown
up_at4g28390	upregulator_of_AAC3	virtual	unknown	unknown
up_at4g28490	upregulator_of_HAE	virtual	unknown	unknown
up_at4g30530	upregulator_of_AT4G30530	virtual	unknown	unknown
up_at4g31500	upregulator_of_CYP83B1	virtual	unknown	unknown
up_at4g33050	upregulator_of_EDA39	virtual	unknown	unknown
up_at4g33220	upregulator_of_PME44	virtual	unknown	unknown
up_at4g34180	upregulator_of_AT4G34180	virtual	unknown	unknown
up_at4g35110	upregulator_of_AT4G35110	virtual	unknown	unknown
up_at4g36990	upregulator_of_HSF4	virtual	unknown	unknown
up_at4g37370	upregulator_of_CYP81D8	virtual	unknown	unknown
up_at4g37640	upregulator_of_ACA2	virtual	unknown	unknown
up_at4g38550	upregulator_of_AT4G38550	virtual	unknown	unknown
up_at4g38620	upregulator_of_MYB4	virtual	unknown	unknown
up_at4g39030	upregulator_of_EDS5	virtual	unknown	unknown
up_at4g39670	upregulator_of_AT4G39670	virtual	unknown	unknown
up_at4g39940	upregulator_of_AKN2	virtual	unknown	unknown
up_at4g39950	upregulator_of_CYP79B2	virtual	unknown	unknown
up_at5g01540	upregulator_of_LECRKA4.1	virtual	unknown	unknown
up_at5g03630	upregulator_of_ATMDAR2	virtual	unknown	unknown
up_at5g04340	upregulator_of_ZAT6	virtual	unknown	unknown
up_at5g04930	upregulator_of_ALA1	virtual	unknown	unknown
up_at5g06570	upregulator_of_AT5G06570	virtual	unknown	unknown
up_at5g11670	upregulator_of_NADP-ME2	virtual	unknown	unknown
up_at5g13330	upregulator_of_Rap2.6L	virtual	unknown	unknown
up_at5g14780	upregulator_of_FDH	virtual	unknown	unknown
up_at5g18170	upregulator_of_GDH1	virtual	unknown	unknown
up_at5g18310	upregulator_of_AT5G18310	virtual	unknown	unknown
up_at5g18470	upregulator_of_AT5G18470	virtual	unknown	unknown
up_at5g19440	upregulator_of_AT5G19440	virtual	unknown	unknown
